"cocktail_ingredient_id","ingredient_amount","ingredient_name","ingredient_type","ingredient_unit","cocktail_id","ingredient_id","ingredient_amont"
3948,"1","Walnut Liqueur, Nux Alpina","Liqueur","t",694,1841,""
3949,"22.2","자몽 주스","General","ml",694,910,""
3950,"22.2","라임 쥬스","General","ml",694,1119,""
3951,"22.2","Falernum, Velvet Falernum","Liqueur","ml",694,748,""
3952,"4","오렌지 비터스","General","ds",694,1265,""
3953,"44.4","Gin (matcha-infused)","Gin","ml",695,813,""
3954,"22.2","라임 쥬스","General","ml",695,1119,""
3955,"22.2","파인애플 쥬스","General","ml",695,1406,""
3956,"14.8","코코넛 시럽","General","ml",695,550,""
3957,"7.4","Orgeat 아몬드 시럽","General","ml",695,1300,""
3958,"1","계란 흰자","General","",695,731,""
3959,"29.6","바타 비아 아라크, Van Oosten","General","ml",696,176,""
3960,"29.6","Rhum Agricole, Clement VSOP","Rum","ml",696,1512,""
3961,"22.2","라임 쥬스","General","ml",696,1119,""
3962,"14.8","Curacao, Pierre Ferrand Dry","Liqueur","ml",696,650,""
3963,"14.8","단순 시럽 (카레 잎 주입)","General","ml",696,1657,""
3964,"1","소금","General","pn",696,1614,""
3965,"1","카레 잎","Garnish","",696,653,""
3966,"1","라임 필","Garnish","twst",696,1122,""
3967,"22.2","Reposado Tequila","Tequila","ml",697,1492,""
3968,"22.2","Light rum","Rum","ml",697,1100,""
3969,"22.2","Elderflower liqueur, St. Germain","Liqueur","ml",697,739,""
3970,"22.2","라임 쥬스","General","ml",697,1119,""
3971,"2","Peychaud의 비터스","General","ds",697,1390,""
3972,"59.1","Vodka, Sobieski","Vodka","ml",698,1835,""
3973,"29.6","Bianco Vermouth, Dolin","Wine","ml",698,197,""
3974,"22.2","데메라라 시럽","General","ml",698,684,""
3975,"1","Mezcal, Alipus San Balthazar","Mezcal","bsp",698,1201,""
3976,"29.6","Dark rum, Appleton V/X","Rum","ml",699,664,""
3977,"14.8","Rhum Agricole, Barbancourt 8","Rum","ml",699,1511,""
3978,"29.6","휘핑 크림","General","ml",699,609,""
3979,"1","피망","Garnish","pn",699,23,""
3980,"44.4","Rum, El Dorado 12","Rum","ml",700,1570,""
3981,"22.2","Rye","Whisky","ml",700,1585,""
3982,"1","Herbal liqueur, Green Chartreuse","Liqueur","t",700,958,""
3983,"1","Gomme 시럽","General","t",700,895,""
3984,"2","비터스, Angostura","General","ds",700,74,""
3985,"1","Orange bitters, Angostura orange","General","ds",700,1265,""
3986,"29.6","Apple brandy, Lairds","Brandy","ml",701,91,""
3987,"14.8","Suze","Liqueur","ml",701,1725,""
3988,"7.4","석류 시럽","General","ml",701,934,""
3989,"5","레몬 주스","General","dr",701,1086,""
3990,"1","탄산수","General","spl",701,1672,""
3991,"44.4","Apple Brandy","Brandy","ml",702,87,""
3992,"14.8","Swedish Punsch","Liqueur","ml",702,1727,""
3993,"14.8","Aromatized wine, Cocchi Americano","Wine","ml",702,126,""
3994,"7.4","Mezcal","Mezcal","ml",702,1191,""
3995,"7.4","Amer Picon","Liqueur","ml",702,60,""
3996,"1","오렌지 껍질","Garnish","twst",702,1291,""
3997,"44.4","Genever, Bols","Liqueur","ml",703,785,""
3998,"14.8","Triple sec, Combier L'Original Liqueur D'Orange","Liqueur","ml",703,1796,""
3999,"14.8","Elderflower liqueur, St. Germain","Liqueur","ml",703,739,""
4000,"14.8","오렌지 주스","General","ml",703,1276,""
4001,"2","오렌지 비터스, Angostura","General","ds",703,1265,""
4002,"2","Bitters, Fee Brothers Orange","General","ds",703,1263,""
4003,"3","오렌지 비터스, Bittercube","General","dr",703,1265,""
4004,"118.3","클럽 소다","General","ml",703,526,""
4005,"1","오렌지","General","sli",703,1263,""
4006,"44.4","Spanish brandy (Fernando de Castilla)","Brandy","ml",704,1682,""
4007,"22.2","Averna","Liqueur","ml",704,138,""
4008,"22.2","Dry vermouth, Noilly Prat","Wine","ml",704,714,""
4009,"7.4","Cinnamon Schnapps liqueur (witch on fire)","Liqueur","ml",704,506,""
4010,"2","비터스, Angostura","General","ds",704,74,""
4011,"4","오렌지 꽃 수","General","dr",704,1274,""
4012,"44.4","Bourbon (Coffee infused)","Whisky","ml",705,322,""
4013,"22.2","Suze","Liqueur","ml",705,1725,""
4014,"22.2","Amaro Montenegro","Liqueur","ml",705,47,""
4015,"2","Orange bitters, Regans' orange bitters","General","ds",705,1265,""
4016,"37","Mezcal","Mezcal","ml",706,1191,""
4017,"29.6","Sweet vermouth","Wine","ml",706,1730,""
4018,"14.8","라임 주스","General","ml",706,1119,""
4019,"7.4","Kummel","Liqueur","ml",706,1066,""
4020,"1","비터스, Angostura","General","ds",706,74,""
4021,"1","체리","Garnish","",706,451,""
4022,"44.4","Gin, Bombay Sapphire","Gin","ml",707,829,""
4023,"14.8","Elderflower liqueur, St. Germain","Liqueur","ml",707,739,""
4024,"1","야생 히비스커스 시럽","General","bsp",707,1876,""
4025,"22.2","자몽 주스","General","ml",707,910,""
4026,"1","달걀 전체","General","",707,731,""
4027,"51.8","Genever","Liqueur","ml",708,784,""
4028,"14.8","Cardamaro","Wine","ml",708,419,""
4029,"14.8","Sweet vermouth, Carpano Punt e Mes","Wine","ml",708,1735,""
4030,"7.4","Maraschino Liqueur","Liqueur","ml",708,1163,""
4031,"2","Absinthe","Spirits","ds",708,2,""
4032,"1","레몬 껍질","Garnish","twst",708,1088,""
4033,"59.1","Scotch","Whisky","ml",709,1623,""
4034,"11.1","CioCiaro","Liqueur","ml",709,512,""
4035,"11.1","Amaro, Cappelletti Sfumato Rabarbaro","Liqueur","ml",709,54,""
4036,"3.7","데메라라 시럽","General","ml",709,684,""
4037,"2","비터스, Bittermens Xocolatl MOLE","General","ds",709,229,""
4038,"1","오렌지 껍질","Garnish","twst",709,1291,""
4039,"22.2","Rye","Whisky","ml",710,1585,""
4040,"22.2","Cognac","Brandy","ml",710,573,""
4041,"29.6","Bonal Gentiane Quina","Wine","ml",710,319,""
4042,"14.8","Creme de Banane","Liqueur","ml",710,621,""
4043,"2","비터스, Bittermens Xocolatl MOLE","General","ds",710,229,""
4044,"1","레몬 껍질","Garnish","twst",710,1088,""
4045,"22.2","Bergamot liqueur, Italicus","Liqueur","ml",711,189,""
4046,"22.2","Gin (Threefold Aromatic Gin)","Gin","ml",711,818,""
4047,"22.2","레몬 주스","General","ml",711,1086,""
4048,"1","딸리 프리저브","General","t",711,1711,""
4049,"1","딸기","Garnish","",711,1706,""
4050,"44.4","Jamaican rum, Smith & Cross","Rum","ml",712,1032,""
4051,"14.8","Campari","Liqueur","ml",712,396,""
4052,"14.8","Fernet Branca","Spirits","ml",712,756,""
4053,"14.8","Creme de Banane","Liqueur","ml",712,621,""
4054,"29.6","Apple liqueur, Du Nord","Liqueur","ml",713,98,""
4055,"29.6","Kinnickinnic Whiskey, Great Lakes Distillery","Whisky","ml",713,1051,""
4056,"22.2","레몬 주스","General","ml",713,1086,""
4057,"14.8","Becherovka","Liqueur","ml",713,178,""
4058,"14.8","꿀 시럽","General","ml",713,971,""
4059,"2","비터스, BitterCube Blackstrap","General","ds",713,209,""
4060,"2","Chocolate liqueur (Distillerie de Biercee)","Liqueur","ds",713,488,""
4061,"59.1","Rye, Rittenhouse 100","Whisky","ml",714,1601,""
4062,"29.6","라임 주스","General","ml",714,1119,""
4063,"14.8","Maraschino Liqueur, Luxardo","Liqueur","ml",714,1164,""
4064,"14.8","Pelinkovac, Maraska","Liqueur","ml",714,1381,""
4065,"29.6","Amaro Montenegro","Liqueur","ml",715,47,""
4066,"29.6","Bonal Gentiane Quina","Wine","ml",715,319,""
4067,"22.2","Rum, Barbancourt 8","Rum","ml",715,1568,""
4068,"29.6","구아바 주스","General","ml",715,939,""
4069,"2","Bitters, Bittermens 'Elemakule Tiki","General","ds",715,210,""
4070,"73.9","Dry vermouth","Wine","ml",716,709,""
4071,"14.8","Triple sec, Cointreau","Liqueur","ml",716,1794,""
4072,"2","비터스, Angostura","General","dr",716,74,""
4073,"22.2","Aquavit, Linie","Spirits","ml",717,120,""
4074,"22.2","Reposado Tequila","Tequila","ml",717,1492,""
4075,"22.2","라임 쥬스","General","ml",717,1119,""
4076,"14.8","Herbal liqueur, Yellow Chartreuse","Liqueur","ml",717,961,""
4077,"7.4","Triple sec, Combier L'Original Liqueur D'Orange","Liqueur","ml",717,1796,""
4078,"1/2","아가베 시럽","General","t",717,15,""
4079,"1","민트","Garnish","lf",717,1213,""
4080,"44.4","Bourbon","Whisky","ml",718,321,""
4081,"29.6","Ginger liqueur, Domaine de Canton","Liqueur","ml",718,875,""
4082,"22.2","레몬 주스","General","ml",718,1086,""
4083,"1","Peychaud의 비터스","General","ds",718,1390,""
4084,"1","오렌지 비터스","General","ds",718,1265,""
4085,"44.4","Calvados","Brandy","ml",719,390,""
4086,"29.6","Sweet vermouth","Wine","ml",719,1730,""
4087,"11.1","Benedictine","Liqueur","ml",719,376,""
4088,"3.7","Herbal liqueur, Green Chartreuse","Liqueur","ml",719,958,""
4089,"1","비터스, Bittermens Xocolatl MOLE","General","ds",719,229,""
4090,"1","체리","Garnish","part",719,451,""
4091,"29.6","Amaro Montenegro","Liqueur","ml",720,47,""
4092,"29.6","Gin, St. George Botanivore","Gin","ml",720,857,""
4093,"29.6","Aromatized wine, Dubonnet Rouge","Wine","ml",720,131,""
4094,"29.6","블러드 오렌지 주스","General","ml",720,294,""
4095,"14.8","패션프루트 퓨레","General","ml",720,1331,""
4096,"14.8","카시스","General","ml",720,430,""
4097,"14.8","무거운 크림","General","ml",720,609,""
4098,"7.4","레몬 주스","General","ml",720,1086,""
4099,"1","계란 흰자","General","",720,731,""
4100,"5","Peychaud의 비터스","Garnish","dr",720,1389,""
4101,"59.1","Bourbon, High proof","Whisky","ml",721,335,""
4102,"7.4","Dry vermouth","Wine","ml",721,709,""
4103,"22.2","레몬 주스","General","ml",721,1086,""
4104,"22.2","단순 시럽 (Turbinado)","General","ml",721,1657,""
4105,"1/4","복숭아","General","",721,1345,""
4106,"3","비터스, Bittercube Hop Bitters","General","ds",721,224,""
4107,"29.6","Brandy, Cardenal Mendoza","Brandy","ml",722,357,""
4108,"29.6","그란 클라시코","General","ml",722,899,""
4109,"29.6","Sweet vermouth, Carpano Punt e Mes","Wine","ml",722,1735,""
4110,"2","Bitters, Abbott's","General","ds",722,214,""
4111,"14.8","Gin","Gin","ml",723,803,""
4112,"14.8","Apple brandy, Laird's Bonded","Brandy","ml",723,90,""
4113,"29.6","Dry vermouth","Wine","ml",723,709,""
4114,"14.8","Campari","Liqueur","ml",723,396,""
4115,"14.8","Benedictine","Liqueur","ml",723,376,""
4116,"1","오렌지 껍질","Garnish","twst",723,1291,""
4117,"44.4","Drambuie","Liqueur","ml",724,697,""
4118,"29.6","Speyside Scotch, Glenfiddich","Whisky","ml",724,1688,""
4119,"14.8","Licor 43","Liqueur","ml",724,1098,""
4120,"29.6","레몬 주스","General","ml",724,1086,""
4121,"44.4","꿀 시럽","General","ml",724,971,""
4122,"29.6","Gin (London Dry)","Gin","ml",725,811,""
4123,"29.6","분홍색 자몽 주스","General","ml",725,910,""
4124,"14.8","Herbal liqueur, Yellow Chartreuse","Liqueur","ml",725,961,""
4125,"7.4","Maraschino Liqueur, Luxardo","Liqueur","ml",725,1164,""
4126,"22.2","Scotch, Laphroaig","Whisky","ml",726,1636,""
4127,"22.2","Ginger liqueur","Liqueur","ml",726,872,""
4128,"22.2","파인애플 쥬스","General","ml",726,1406,""
4129,"22.2","레몬 주스","General","ml",726,1086,""
4130,"3","Absinthe","Spirits","ds",726,2,""
4131,"1","민트","Garnish","spg",726,1213,""
4132,"22.2","Ancho Reyes Verde chile liqueur","Liqueur","ml",727,71,""
4133,"22.2","Herbal liqueur, Yellow Chartreuse","Liqueur","ml",727,961,""
4134,"22.2","레몬 주스","General","ml",727,1086,""
4135,"22.2","Elderflower liqueur, St. Germain","Liqueur","ml",727,739,""
4136,"29.6","Mezcal, Del Maguey Vida","Mezcal","ml",728,1204,""
4137,"29.6","Reposado Tequila, El Jimador Reposado","Tequila","ml",728,1496,""
4138,"29.6","White grapefruit juice","General","ml",728,910,""
4139,"29.6","라임 쥬스","General","ml",728,1119,""
4140,"14.8","Licor 43","Liqueur","ml",728,1098,""
4141,"14.8","코코넛 시럽","General","ml",728,550,""
4142,"22.2","Mezcal, Del Maguey Vida","Mezcal","ml",729,1204,""
4143,"22.2","Falernum, Velvet Falernum","Liqueur","ml",729,748,""
4144,"22.2","Jamaican rum, Appleton 12","Rum","ml",729,1027,""
4145,"22.2","라임 쥬스","General","ml",729,1119,""
4146,"22.2","Herbal liqueur, Green Chartreuse","Liqueur","ml",729,958,""
4147,"1","라임 껍질","General","twst",729,1123,""
4148,"22.2","Mezcal, Banhez","Mezcal","ml",730,1202,""
4149,"22.2","Reposado Tequila","Tequila","ml",730,1492,""
4150,"22.2","Herbal liqueur, Green Chartreuse","Liqueur","ml",730,958,""
4151,"22.2","Maraschino Liqueur, Maraska","Liqueur","ml",730,1165,""
4152,"22.2","라임 쥬스","General","ml",730,1119,""
4153,"7.4","파인애플 시럽","General","ml",730,1409,""
4154,"29.6","Aperol (or Luxardo Bitter)","Liqueur","ml",731,83,""
4155,"29.6","Aromatized wine, Cocchi Americano","Wine","ml",731,126,""
4156,"29.6","Aromatized wine, Lillet Rose","Wine","ml",731,134,""
4157,"14.8","레몬 주스","General","ml",731,1086,""
4158,"14.8","단순 시럽","General","ml",731,1657,""
4159,"1","대황 비터스","General","ds",731,1500,""
4160,"1","Peychaud's Bitters","General","ds",731,1390,""
4161,"59.1","탄산수","General","ml",731,1672,""
4162,"1","오렌지","General","sli",731,1263,""
4163,"1","레몬","General","sli",731,1081,""
4164,"59.1","Rum, Bacardi 8","Rum","ml",732,1564,""
4165,"29.6","자몽 주스","General","ml",732,910,""
4166,"14.8","꿀 시럽","General","ml",732,971,""
4167,"14.8","에스프레소","General","ml",732,553,""
4168,"3","소금 용액","General","dr",732,1617,""
4169,"1","자몽 껍질","Garnish","twst",732,914,""
4170,"44.4","Demerara Rum, El Dorado 12","Rum","ml",733,679,""
4171,"14.8","오렌지 주스","General","ml",733,1276,""
4172,"7.4","Orgeat 아몬드 시럽","General","ml",733,1300,""
4173,"2","Bitters, Fee Brothers Whiskey Barrel Aged","Whisky","ds",733,244,""
4174,"29.6","Islay Scotch, Laphroaig","Whisky","ml",734,1006,""
4175,"29.6","Apple brandy, Laird's Bonded","Brandy","ml",734,90,""
4176,"14.8","Benedictine","Liqueur","ml",734,376,""
4177,"14.8","Amaro, Cappelletti Sfumato Rabarbaro","Liqueur","ml",734,54,""
4178,"1","비터스, Angostura","General","ds",734,74,""
4179,"1","Absinthe","Spirits","ds",734,2,""
4180,"1","오렌지 껍질","Garnish","twst",734,1291,""
4181,"44.4","Mezcal","Mezcal","ml",735,1191,""
4182,"14.8","Campari","Liqueur","ml",735,396,""
4183,"14.8","Swedish Punsch","Liqueur","ml",735,1727,""
4184,"14.8","Apricot liqueur","Liqueur","ml",735,110,""
4185,"2","비터스, Bittermens Xocolatl MOLE","General","ds",735,229,""
4186,"1","자몽 껍질","Garnish","twst",735,914,""
4187,"29.6","Bison Grass Vodka","Vodka","ml",736,203,""
4188,"14.8","Mezcal, Del Maguey Vida","Mezcal","ml",736,1204,""
4189,"7.4","Campari","Liqueur","ml",736,396,""
4190,"22.2","레몬 주스","General","ml",736,1086,""
4191,"14.8","유주 시럽","General","ml",736,1887,""
4192,"1","계란 흰자","General","",736,731,""
4193,"29.6","Apple brandy, Laird's Bonded","Brandy","ml",737,90,""
4194,"29.6","Islay Scotch","Whisky","ml",737,1001,""
4195,"22.2","Sweet vermouth, Cocchi Vermouth di Torino","Wine","ml",737,1740,""
4196,"7.4","Nocino","Liqueur","ml",737,1243,""
4197,"7.4","Cynar","Liqueur","ml",737,654,""
4198,"2","초콜릿 비터스, Scrappy 's Chocolate","General","ds",737,484,""
4199,"1","오렌지 껍질","Garnish","twst",737,1291,""
4200,"22.2","Scotch (Cutty Sark Prohibition)","Whisky","ml",738,1625,""
4201,"22.2","Apple brandy, Laird's Bonded","Brandy","ml",738,90,""
4202,"22.2","Aromatized wine, Cocchi Americano","Wine","ml",738,126,""
4203,"14.8","Orange liqueur (PF Dry Curacao)","Liqueur","ml",738,1279,""
4204,"7.4","Fernet Branca","Spirits","ml",738,756,""
4205,"1","오렌지 껍질","Garnish","twst",738,1291,""
4206,"44.4","Scotch","Whisky","ml",739,1623,""
4207,"14.8","Bonal Gentiane Quina","Wine","ml",739,319,""
4208,"14.8","Cynar","Liqueur","ml",739,654,""
4209,"14.8","Apricot liqueur","Liqueur","ml",739,110,""
4210,"1","오렌지 껍질","Garnish","twst",739,1291,""
4211,"29.6","Gin (WireWorks)","Gin","ml",740,819,""
4212,"29.6","Light rum (Privateer)","Rum","ml",740,1102,""
4213,"22.2","Dry vermouth","Wine","ml",740,709,""
4214,"7.4","Falernum","Liqueur","ml",740,745,""
4215,"1","Apricot liqueur","Liqueur","rinse",740,110,""
4216,"1","오렌지 껍질","Garnish","twst",740,1291,""
4217,"29.6","Gin","Gin","ml",741,803,""
4218,"29.6","Aromatized wine, Lillet Blanc","Wine","ml",741,133,""
4219,"14.8","Pear liqueur (St. George's Spiced Pear)","Liqueur","ml",741,1373,""
4220,"14.8","Campari","Liqueur","ml",741,396,""
4221,"1","레몬 껍질","Garnish","twst",741,1088,""
4222,"73.9","Vodka (wheat based)","Vodka","ml",742,1831,""
4223,"147.9","라임 에이드","General","ml",742,1126,""
4224,"14.8","라임 주스","General","ml",742,1119,""
4225,"1","라임","General","sli",742,1114,""
4226,"44.4","Gin, Tanqueray Rangpur","Gin","ml",743,863,""
4227,"22.2","라임 쥬스","General","ml",743,1119,""
4228,"2","Triple sec, Combier L'Original Liqueur D'Orange","Liqueur","bsp",743,1796,""
4229,"1","Elderflower liqueur, St. Germain","Liqueur","bsp",743,739,""
4230,"4","오렌지 꽃 수, Fee Brothers","General","ds",743,1846,""
4231,"1","라임 껍질","General","twst",743,1123,""
4232,"29.6","Aquavit, Linie","Spirits","ml",744,120,""
4233,"29.6","Rye, Wild Turkey 101","Whisky","ml",744,1604,""
4234,"29.6","라임 쥬스","General","ml",744,1119,""
4235,"22.2","오르게트","General","ml",744,1300,""
4236,"14.8","파인애플 쥬스","General","ml",744,1406,""
4237,"7.4","Becherovka","Liqueur","ml",744,178,""
4238,"1","Bitters, Fee Brothers Whiskey Barrel Aged","Whisky","ds",744,244,""
4239,"1","Bitters, Angostura","General","ds",744,74,""
4240,"1","민트","Garnish","spg",744,1213,""
4241,"44.4","Bourbon (or Cognac)","Whisky","ml",745,573,""
4242,"22.2","Sweet vermouth","Wine","ml",745,1730,""
4243,"22.2","Dry vermouth","Wine","ml",745,709,""
4244,"22.2","라임 주스","General","ml",745,1119,""
4245,"14.8","꿀 시럽","General","ml",745,971,""
4246,"1","Donn's Spices #2","General","t",745,694,""
4247,"2","비터스","General","ds",745,209,""
4248,"59.1","Bourbon","Whisky","ml",746,321,""
4249,"14.8","레몬 주스","General","ml",746,1086,""
4250,"7.4","Allspice Dram","Liqueur","ml",746,24,""
4251,"7.4","바닐라 시럽","General","ml",746,1814,""
4252,"7.4","데메라라 시럽","General","ml",746,684,""
4253,"1","비터스, Angostura","General","ds",746,74,""
4254,"44.4","Mezcal","Mezcal","ml",747,1191,""
4255,"14.8","Sloe gin","Gin","ml",747,1666,""
4256,"14.8","Cynar","Liqueur","ml",747,654,""
4257,"14.8","라임 쥬스","General","ml",747,1119,""
4258,"14.8","단순 시럽","General","ml",747,1657,""
4259,"44.4","Apple brandy, Laird's Bonded","Brandy","ml",748,90,""
4260,"14.8","Cardamaro","Wine","ml",748,419,""
4261,"14.8","Sweet vermouth, Carpano Punt e Mes","Wine","ml",748,1735,""
4262,"14.8","Amontillado Sherry","Wine","ml",748,65,""
4263,"7.4","Apricot liqueur","Liqueur","ml",748,110,""
4264,"1","오렌지 껍질","Garnish","twst",748,1291,""
4265,"1","체리","Garnish","",748,451,""
4266,"44.4","Aquavit, Linie","Spirits","ml",749,120,""
4267,"14.8","Herbal liqueur, Yellow Chartreuse","Liqueur","ml",749,961,""
4268,"14.8","Aperol","Liqueur","ml",749,83,""
4269,"22.2","라임 쥬스","General","ml",749,1119,""
4270,"29.6","Rye, Rittenhouse 100","Whisky","ml",750,1601,""
4271,"29.6","Pineapple rum, Plantation Stiggins' Fancy","Rum","ml",750,1408,""
4272,"22.2","Sweet vermouth, Carpano Punt e Mes","Wine","ml",750,1735,""
4273,"7.4","Orgeat 아몬드 시럽","General","ml",750,1300,""
4274,"2","비터스, Angostura","General","ds",750,74,""
4275,"1","Peychaud의 비터스","General","ds",750,1390,""
4276,"1","Pastis, Herbsaint","Spirits","rinse",750,1339,""
4277,"1","체리","Garnish","",750,451,""
4278,"49.3","Rum, Bacardi","Rum","ml",751,1563,""
4279,"25.9","라임 쥬스","General","ml",751,1119,""
4280,"2","설탕","General","bsp",751,1719,""
4281,"1","산딸기","General","",751,1472,""
4282,"7","레몬 그라스","General","grams",751,1097,""
4283,"1","Basil","General","spg",751,171,""
4284,"44.4","Orange liqueur, Clement Creole Shrubb","Liqueur","ml",752,1280,""
4285,"14.8","White chocolate liqueur","Liqueur","ml",752,1862,""
4286,"14.8","Licor 43","Liqueur","ml",752,1098,""
4287,"1","오렌지 비터스, Bitter Truth Orange","General","ds",752,1265,""
4288,"14.8","라임 쥬스","General","ml",752,1119,""
4289,"59.1","Gin","Gin","ml",753,803,""
4290,"7.4","Galliano","Liqueur","ml",753,777,""
4291,"7.4","Mandarin orange liqueur, Mandarine Napoleon","Liqueur","ml",753,1151,""
4292,"1","Orange bitters, Angostura orange","General","ds",753,1265,""
4293,"1","레몬 껍질","General","twst",753,1087,""
4294,"44.4","Amontillado Sherry","Wine","ml",754,65,""
4295,"29.6","Cynar","Liqueur","ml",754,654,""
4296,"14.8","Bonal Gentiane Quina","Wine","ml",754,319,""
4297,"2","비터스, Bitter Truth Celery","General","ds",754,438,""
4298,"1","레몬 껍질","Garnish","twst",754,1088,""
4299,"59.1","Light rum","Rum","ml",755,1100,""
4300,"22.2","라임 쥬스","General","ml",755,1119,""
4301,"22.2","단순 시럽","General","ml",755,1657,""
4302,"22.2","Curacao, Pierre Ferrand Dry","Liqueur","ml",755,650,""
4303,"22.2","양조 차 (Earl Grey)","General","ml",755,1759,""
4304,"29.6","콜라","General","ml",755,582,""
4305,"44.4","Gin","Gin","ml",756,803,""
4306,"29.6","Mastika","Liqueur","ml",756,1177,""
4307,"22.2","라임 주스","General","ml",756,1119,""
4308,"1","민트","Garnish","lf",756,1213,""
4309,"44.4","Islay Scotch","Whisky","ml",757,1001,""
4310,"22.2","Amaro Lucano","Liqueur","ml",757,44,""
4311,"22.2","Sweet vermouth, Carpano Punt e Mes","Wine","ml",757,1735,""
4312,"1","Bitters, Angostura orange","General","ds",757,1263,""
4313,"59.1","Rye, Rittenhouse 100","Whisky","ml",758,1601,""
4314,"22.2","Sweet vermouth","Wine","ml",758,1730,""
4315,"7.4","Cinnamon Schnapps liqueur, Goldschlager","Liqueur","ml",758,507,""
4316,"2","오렌지 비터스","General","ds",758,1265,""
4317,"49.3","Mirabelle eau-de-vie, Miclo","Spirits","ml",759,1221,""
4318,"25.9","레몬 주스","General","ml",759,1086,""
4319,"14.8","얼그레이 차 시럽","General","ml",759,725,""
4320,"1","Orgeat 아몬드 시럽","General","t",759,1300,""
4321,"4","Tarragon","Garnish","lf",759,1755,""
4322,"1","계란 흰자","General","",759,731,""
4323,"59.1","Blanco tequila (strawberry-infused)","Tequila","ml",760,274,""
4324,"29.6","Elderflower liqueur, St. Germain","Liqueur","ml",760,739,""
4325,"22.2","라임 쥬스","General","ml",760,1119,""
4326,"2","Rhubarb bitters, Brooklyn Hemispherical Bitters Rhubarb","General","ds",760,1500,""
4327,"29.6","Sparkling rose wine","Wine","ml",760,1683,""
4328,"44.4","Rye","Whisky","ml",761,1585,""
4329,"22.2","Falernum, Velvet Falernum","Liqueur","ml",761,748,""
4330,"14.8","Amaro Montenegro","Liqueur","ml",761,47,""
4331,"7.4","Fernet Branca","Spirits","ml",761,756,""
4332,"22.2","라임 쥬스","General","ml",761,1119,""
4333,"4.9","데메라라 시럽","General","ml",761,684,""
4334,"2","Bitters, Bitter Truth Jerry Thomas’ Own Decanter","General","ds",761,221,""
4335,"44.4","Elderflower liqueur, St. Germain","Liqueur","ml",762,739,""
4336,"29.6","Light rum, Plantation 3 Star","Rum","ml",762,1108,""
4337,"14.8","Blue Curacao","Liqueur","ml",762,300,""
4338,"22.2","라임 쥬스","General","ml",762,1119,""
4339,"44.4","파인애플 쥬스","General","ml",762,1406,""
4340,"29.6","클럽 소다","General","ml",762,526,""
4341,"1","라임 껍질","General","twst",762,1123,""
4342,"14.8","Scotch","Whisky","ml",763,1623,""
4343,"14.8","Apple Brandy","Brandy","ml",763,87,""
4344,"29.6","Campari","Liqueur","ml",763,396,""
4345,"22.2","Dry vermouth","Wine","ml",763,709,""
4346,"7.4","메이플 시럽","General","ml",763,1161,""
4347,"1","오렌지 껍질","Garnish","twst",763,1291,""
4348,"29.6","Maraschino Liqueur, Luxardo","Liqueur","ml",764,1164,""
4349,"7.4","Absinthe, Mata Hari","Spirits","ml",764,8,""
4350,"1","바닐라 아이스크림","General","c",764,1809,""
4351,"1/4","우유","General","c",764,1212,""
4352,"1/2","얼음","General","c",764,984,""
4353,"59.1","Gin (raspberry-infused)","Gin","ml",765,816,""
4354,"22.2","레몬 주스","General","ml",765,1086,""
4355,"22.2","자몽 주스","General","ml",765,910,""
4356,"14.8","Maraschino Liqueur, Luxardo","Liqueur","ml",765,1164,""
4357,"14.8","꿀 시럽","General","ml",765,971,""
4358,"22.2","Scotch","Whisky","ml",766,1623,""
4359,"22.2","Apple Brandy","Brandy","ml",766,87,""
4360,"22.2","Fino sherry","Wine","ml",766,764,""
4361,"22.2","Cynar","Liqueur","ml",766,654,""
4362,"1","Peychaud의 Bitters","General","ds",766,1390,""
4363,"1","Apricot liqueur","Liqueur","rinse",766,110,""
4364,"1","오렌지 껍질","Garnish","twst",766,1291,""
4365,"44.4","Cachaca, Salinas Balsamo","Rum","ml",767,387,""
4366,"22.2","단순 시럽","General","ml",767,1657,""
4367,"22.2","라임 쥬스","General","ml",767,1119,""
4368,"7.4","Fernet Branca","Spirits","ml",767,756,""
4369,"44.4","Rhum Agricole","Rum","ml",768,1507,""
4370,"29.6","Drambuie","Liqueur","ml",768,697,""
4371,"14.8","Cynar","Liqueur","ml",768,654,""
4372,"1","Bitters, Angostura","General","ds",768,74,""
4373,"1","자몽 껍질","Garnish","twst",768,914,""
4374,"44.4","Rye, Pow Wow Botanical Rye","Whisky","ml",769,1598,""
4375,"7.4","Aromatized wine, Lillet Rouge","Wine","ml",769,135,""
4376,"1","Bitters, Angostura (에티오피아 커피 주입)","General","ds",769,553,""
4377,"44.4","Rum, Smith & Cross","Rum","ml",770,1581,""
4378,"29.6","Campari","Liqueur","ml",770,396,""
4379,"14.8","Orange liqueur, Clement Creole Shrubb","Liqueur","ml",770,1280,""
4380,"22.2","라임 쥬스","General","ml",770,1119,""
4381,"9.9","Orgeat 아몬드 시럽","General","ml",770,1300,""
4382,"14.8","파인애플 쥬스","General","ml",770,1406,""
4383,"29.6","Jamaican rum (dark, 7-15 year old)","Rum","ml",771,1023,""
4384,"29.6","Rhum Agricole, St. James Ambre","Rum","ml",771,1516,""
4385,"22.2","라임 쥬스","General","ml",771,1119,""
4386,"14.8","Curacao","Liqueur","ml",771,649,""
4387,"7.4","Orgeat 아몬드 시럽","General","ml",771,1300,""
4388,"7.4","단순 시럽","General","ml",771,1657,""
