,name,img url,time,ingredient list,recipe,url
748,White Port and Tonic,https://www.thespruceeats.com/thmb/mTr1pdQOe1TIGI9pr50-P8oIwW8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-596104438-58f2e2485f9b582c4dce5c7e.jpg,5 mins,"[{'amount': '3', 'unit': 'ounces', 'name': 'White Port'}, {'amount': '3', 'unit': 'ounces', 'name': 'Tonic Water'}, {'amount': '1', 'unit': 'null', 'name': 'orange slice'}, {'amount': '1/2', 'unit': 'glass', 'name': 'ice'}]","['Simply fill a tumbler half full with ice and add three ounces of white Port to the glass.\nNext, add an equal pour of tonic water (or adjust to personal taste) and top with a squeeze of orange slice and an optional garnish.\n10 Refreshing Tonic Water Cocktails']",https://www.thespruceeats.com/white-port-and-tonic-recipe-3958283
749,Rum and Dew Mixed Drink,https://www.thespruceeats.com/thmb/MaZppclHCP9qxarcvslO6H0LHOo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/gombo-56a171ad5f9b58b7d0bf56e8.jpg,3 mins,"[{'amount': '1 1/2', 'unit': 'ounces', 'name': 'spiced rum'}, {'amount': '1 1/2', 'unit': 'ounces', 'name': 'orange juice'}, {'amount': '3 to 4', 'unit': 'ounces', 'name': 'Mountain Dew'}]","[""Gather the ingredients.\nBuild the ingredients in a highball glass filled with ice.\nStir well.\nServe and enjoy.\nTips\nIf you have a preference for it, Diet Mountain Dew also works well in this drink.\nMountain Dew has a grapefruit-orange flavor and you can use nearly any citrus soda as an alternative. For instance, you might like this drink with a grapefruit soda such as Squirt or Fresca or a lemon-lime soda like Sprite or 7-Up.\nTake a few minutes to squeeze fresh orange juice because it always makes for better drinks. The average orange will produce about 2 to 3 ounces of orange juice, which is enough for one to two drinks. To get more juice out of an orange, warm it up and roll it firmly against a hard surface before you squeeze it.\nRecipe Variation\nIt's easy to mix up a pitcher of rum and dews to serve several guests so you're not stuck making drinks all day. Simply keep the ratio at 1:1:2. For example, to make a batch of eight servings, combine 1 1/2 cups spiced rum, 1 1/2 cups orange juice, and 3 cups soda.\nTo retain the soda's fizz, make it up immediately before serving. \nIt's better to add ice to the glasses rather than the pitcher.\nIf you want to prepare it ahead of time, mix the rum and orange juice in the pitcher, then add the soda before you pour the individual drinks.\nHow Strong Is a Rum and Dew?\nThe rum and dew is a relatively gentle drink which is why it's great for casual sipping on lazy days and for happy hour. On average, it mixes up to around 10 percent ABV (20 proof) and that's a normal strength for highballs. Do be aware, however, that the taste can trick your taste buds into wanting more and it is very easy to drink a few too many if you're not careful!\nRum Swizzle Cocktail""]",https://www.thespruceeats.com/gombo-mixed-drink-recipe-760460
750,The Cable Car Cocktail,https://www.thespruceeats.com/thmb/C0HTquy6yzO4TF6aZp9yrK82g0E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/CableCar-149267531-56a1735e3df78cf7726ac00c.jpg,3 mins,"[{'amount': 'null', 'unit': 'null', 'name': 'Superfine sugar'}, {'amount': '1 1/2', 'unit': 'ounces', 'name': 'spiced rum'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'orange cura?ao'}, {'amount': '1 1/2', 'unit': 'ounces', 'name': 'lemon sour'}, {'amount': 'null', 'unit': 'null', 'name': 'Orange twist'}]","[""Gather the ingredients.\nRim a chilled cocktail glass with sugar.\nIn a cocktail shaker filled with ice, pour the spiced rum, orange cura?ao, and lemon sour.\nShake well.\nStrain into the prepared glass.\nGarnish with an orange peel spiral. Serve and enjoy.\nRecipe Courtesy: Tony Abou-Ganim\nThe Sugar Rim\nIt is important to use superfine sugar when rimming a glass. That granulated sugar you use every day in the kitchen does not stick as well because the crystals are larger.\nTip\nAll you need is a food processor to transform granulated sugar into superfine sugar!\nAbou-Ganim makes a brief reference to cinnamon-sugar on his website. It is a nice addition that is very enjoyable. To add this special touch, simply mix ground cinnamon with your sugar before applying it to the rim.\nHow to Make Fresh Lemon Sour\nAbou-Ganim's recipe calls for a fresh lemon sour. It is very easy to make and focuses on lemon rather than the lemon-lime combination used in the standard sour mix.\nWhile the average sour mix will work, this lemon sour is strongly preferred for a Cable Car.\n1 part simple syrup\n2 parts fresh lemon juice\nCombine the ingredients into a container with a tight seal and shake well.\nSour Mix Tips:\nMake as small or large of a batch as you like.\nFor example: To make 1 cup of lemon sour, mix 1/2 cup simple syrup with 1 cup lemon juice. This will make about 5 Cable Cars.\nThe average lemon yields about 1 3/4 ounces of juice. You will need about five lemons for 1 cup of lemon sour. We recommend using a hand or electric juicer to make easy work of it.\nHow Strong Is the Cable Car?\nUsing the exact measurements and brands that the Cable Car was designed for, we can estimate this cocktail to be about 18 percent ABV (36 proof).\nRum Swizzle Cocktail""]",https://www.thespruceeats.com/cable-car-cocktail-with-spiced-rum-760596
751,Cuban Rose Cocktail,https://www.thespruceeats.com/thmb/ml2YU8NjpvzL5ZTCfRjhIdk8Yuc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Cuban-Rose-Cocktail-56a172963df78cf7726abb3f.jpg,3 mins,"[{'amount': '1 1/2', 'unit': 'ounces', 'name': 'light rum'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'orange juice'}, {'amount': '1', 'unit': 'dash', 'name': 'grenadine'}]","['Gather the ingredients.\nIn a cocktail shaker, pour the rum, orange juice, and grenadine. Fill with ice.\nShake well.\nStrain into a chilled cocktail glass.\nServe and enjoy.\nTips\nThough white rum is the preferred style for this drink, try it with an aged rum to give the drink a little more depth.\nFresh-squeezed orange juice is highly recommended. The average orange yields 2 to 3 ounces, so you\'ll have more than enough juice from a single fruit for a few cocktails.\nGrenadine is easy to find at grocers and liquor stores as it\'s a popular syrup for a variety of drinks, including the tequila sunrise and Shirley Temple.\nIf you really enjoy cocktails sweetened with grenadine, consider making it from scratch. Homemade grenadine is as easy as creating a flavored syrup with pomegranate juice, though you can also use the fresh fruit when it\'s in season.\nRecipe Variations\nThough it won\'t have the ""Cuban"" touch, vodka and tequila are both great alternatives for this cocktail.\nYou can also give this drink the ""sunrise"" touch. Pour only the rum and orange juice in the shaker, strain the drink, then add the grenadine to the glass. It will sink and slowly integrate into the rest of the cocktail.\nHow Strong Is a Cuban Rose?\nThe Cuban rose is served as a very short drink?just under 3 ounces?and it is beautiful, but it packs a big punch. When made with 80-proof rum, it shakes up to 22 percent ABV (44 proof). That\'s average for drinks of this style, though it will quickly add up if you enjoy one too many.\nRum Swizzle Cocktail']",https://www.thespruceeats.com/cuban-rose-cocktail-recipe-760512
752,Apple Cider Martini,https://www.thespruceeats.com/thmb/-hiV8NKT_jnc890ykiDBFlr210o=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/AppleCiderMartini-GettyImages-89743233-20815ecd63594accb32e4a5eb57c209a.jpg,3 mins,"[{'amount': '1 3/4', 'unit': 'ounces', 'name': 'vodka'}, {'amount': '1/4', 'unit': 'ounce', 'name': 'ginger liqueur'}, {'amount': '1 1/2', 'unit': 'ounces', 'name': 'apple cider'}, {'amount': '1', 'unit': 'splash', 'name': 'velvet falernum'}]","[""Gather the ingredients.\nIn a cocktail shaker filled with ice, combine all of the ingredients.\nShake well.\nStrain into a cocktail glass.\nServe and enjoy.\nTips\nFor the cider, try using the freshest cider available. During the autumn months, it's relatively easy to find freshly pressed cider at apple orchards and in grocery stores, where it's typically found chilled in the produce department.\nFor the ginger liqueur, Domaine de Canton is a nice option and one of the easiest to find. The King's Ginger is another excellent liqueur that's worth hunting down.\nVelvet falernum is a syrup flavored with lime, clove, and other ingredients, often including ginger and almond. John D. Taylor is the most popular option and it's actually a low-proof liqueur. Other companies, including Fee Brothers (makers of a popular line of bitters) and Tippleman's offer a nonalcoholic falernum syrup that is a good substitute.\nRecipe Variations\nA flavored simple syrup can be a good substitute for the falernum, especially considering it's just a splash in this martini. Try complementary flavors for the apple cider, like cinnamon syrup or a spiced brown sugar syrup.\nFlavored vodkas are always an option in martinis. For this recipe, think about pouring a vanilla vodka, which would be absolutely perfect. Pear or herb or spice vodkas (e.g., rosemary or cinnamon) would be interesting as well, especially if you do your own infusion.\nFor a totally different spirit, pour cacha?a instead of vodka. The sweet rum-like spirit is a perfect pairing for apple cider.\nApple juice can be used as a substitute for apple cider. The biggest difference between the two is that the juice is filtered to help with preservation, so it doesn't quite have the rich, raw apple flavor.\nHow Strong Is an Apple Cider Martini?\nNot only is this martini delicious, but it's also pretty light on the alcohol compared to other vodka martinis. On average, it's going to weigh in around 17 percent ABV (34 proof), or slightly stronger than a glass of wine.\nRum Swizzle Cocktail""]",https://www.thespruceeats.com/apple-cider-martini-recipe-760932
753,Rum Swizzle Cocktail,https://www.thespruceeats.com/thmb/-eAgrNj6-75qZFeqUOW98gHzt0k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/rum-swizzle-cocktail-recipe-5185155-hero-02-2ef6ddadd2d745559b5fbe6e578b4085.jpg,5 mins,"[{'amount': '2', 'unit': 'cups', 'name': 'crushed ice'}, {'amount': '1', 'unit': 'ounce', 'name': 'dark rum'}, {'amount': '1', 'unit': 'ounce', 'name': 'light rum'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'falernum'}, {'amount': '2', 'unit': 'ounces', 'name': 'orange juice'}, {'amount': '2', 'unit': 'ounces', 'name': 'pineapple juice'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'lemon juice'}, {'amount': '3', 'unit': 'dashes', 'name': 'aromatic bitters'}, {'amount': 'null', 'unit': 'slice', 'name': 'Orange'}]","[""Gather the ingredients.\nFill a double old-fashioned glass halfway with crushed ice. Add rums, falernum, and juices.\nHolding a swizzle stick or bar spoon between your palms, spin shaft to churn mix vigorously until glass is frosty.\nTop with more crushed ice and add a few dashes of bitters.\nGarnish with an orange slice, pineapple wedge, and cherry. Serve with a straw and enjoy.\nTips\nThe amount of ice needed is not exact, but you will need a lot of crushed ice for swizzle drinks. Count on at least 10 average-sized ice cubes to make two cups of crushed ice. An ice crusher (whether electric or manual) makes it a quick task, and a blender works, though you'll need to strain off excess water.\nWhenever possible, use fresh juice. One orange and half a lemon should work out perfectly for a single drink. Juicing fresh pineapple is worth the effort but not as critical to the drink.\nIncrease the recipe to make two to four drinks at once: Swizzle it in a mixing glass or small pitcher, pour the mix equally into serving glasses, then top each with ice, bitters, and the garnishes of your choice.\nRecipe Variations\nSwitch from falernum to grenadine, orgeat syrup, or simple syrup.\nPlay around with different rum combinations. For instance, some swizzles call for aged and blackstrap rums and some for light and aged rums. Spiced rum can give the drink a good boost, too.\nLikewise, explore the difference a change in bitters can make. There are fascinating flavors of bitters available, and each can add a subtle twist to any swizzle.\nAdd 1/2 ounce of triple sec. Other fruit liqueurs will yield interesting results, and ginger liqueur would add a sweet spice to the mix.\nWhere was the rum swizzle invented?\nAs with many cocktails, there are several stories about the rum swizzle's origins. All of them point to the Caribbean islands, and most come from Bermuda. You can find rum swizzles at nearly every bar on the island, though they're all a little different. One of the most adamant claims to the rum swizzle's creation comes from the Swizzle Inn; the rum swizzle made its debut there around the establishment's 1932 opening. Today, their swizzle is a shaken drink similar to this recipe made with Gosling's Black Seal and Gold Seal Rums and triple sec.\nWhat is falernum?\nFalernum is a sweet liqueur (sometimes a nonalcoholic syrup) that is primarily flavored with cloves and lime. It often includes almonds and ginger, along with other spices. The liqueur variety typically has a rum base. Also called velvet falernum, it is a popular ingredient in tropical cocktail recipes.\nHow Strong Is the Rum Swizzle?\nPouring two rums may lead you to believe that this is a potent drink. However, swizzling significantly dilutes the mix, and the juices outweigh the liquor. It's hard to get an accurate estimate because of the ice, but the rum swizzle's alcohol content should fall in the 10 percent ABV (20 proof) range. That's similar to highball drinks or a glass of wine.\nRum Cocktail Recipes""]",https://www.thespruceeats.com/rum-swizzle-cocktail-recipe-5185155
754,Blackberry Malt Cocktail,https://www.thespruceeats.com/thmb/uX4j20VElmPTC3TX_deQfrAge1g=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/refreshing-blackberry-lemonade-with-ice-cubes-1131797252-eee063ce80d6423ebf79287af4bd2dbf.jpg,3 mins,"[{'amount': 'null', 'unit': 'blackberries', 'name': '5'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'simple syrup'}, {'amount': '1 3/4', 'unit': 'ounces', 'name': 'Irish whiskey'}, {'amount': '3/4', 'unit': 'ounce', 'name': 'lime juice'}, {'amount': '3 to 4', 'unit': 'ounces', 'name': 'sparkling water'}, {'amount': 'null', 'unit': 'null', 'name': 'Lemon peel'}]","[""Gather the ingredients.\nIn a cocktail shaker, muddle 4 blackberries with the simple syrup.\nAdd the whiskey and lime juice, and fill with ice.\nShake well.\nDouble strain into a tall glass over fresh ice.\nTop with sparkling water.\nGarnish with a lemon peel and blackberry. Serve and enjoy.\nTips\nDouble straining will help keep bits of berry out of your finished drink. It's also very easy and means that you'll pour the drink through a fine mesh strainer while using your regular cocktail strainer.\nA single lime typically yields between 1/2 and 1 ounce of juice. Depending on the size and juiciness of your lime, you may need more than one for this cocktail.\nTo maximize the juice of your lime, let it warm to room temperature then roll it under the palm of your hand before cutting it in half.\nBefore adding the lemon peel garnish to your cocktail, give the peel a gentle squeeze over the drink to express its oils, adding a soft citrus essence to the taste.\nRecipe Variations\nThough blackberries are recommended and pair really well with Irish whiskey, feel free to use raspberries.\nThis recipe works just as well with other styles of whiskey. Try it with a smooth blended Canadian whisky or your favorite bourbon.\nSeltzer is unflavored sparkling water, and club soda will create a nearly identical drink. If you want to add a little sweetness and extra flavor, pour a lemon-lime soda or ginger ale instead.\nHow Strong Is a Blackberry Malt?\nSince an 80-proof whiskey is this cocktail's only liquor, it's a very mild drink. If you pour it according to the recipe, its alcohol content is just 7 percent ABV (14 proof), so it's almost like enjoying a beer, just a lot fruitier.\n10 Best Keto Cocktails""]",https://www.thespruceeats.com/blackberry-malt-cocktail-recipe-759138
755,Tea Tini Cocktail,https://www.thespruceeats.com/thmb/CQHGQRHF8LVY9W487zE4KRcYKkU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/TeaMartini-GettyImages-149340165-820b8bf9e63a42319e474d72f4e9547d.jpg,3 mins,"[{'amount': 'null', 'unit': 'null', 'name': 'Granulated sugar'}, {'amount': '1 1/2', 'unit': 'ounces', 'name': 'vodka'}, {'amount': '1', 'unit': 'ounce', 'name': 'tea'}, {'amount': '1/4', 'unit': 'ounce', 'name': 'lemon juice'}, {'amount': '1', 'unit': 'teaspoon', 'name': 'honey'}, {'amount': 'Lemon', 'unit': 'wedge', 'name': 'Lemon'}]","[""Gather the ingredients.\nIf you like, rim a cocktail glass with sugar by rubbing the rim with a lemon wedge then dipping it into a small dish of sugar. Knock off any excess sugar over the sink or garbage can.\nIn a cocktail shaker with ice cubes, pour the vodka, chilled tea, lemon juice, and honey\nShake well.\nStrain into the prepared glass or a chilled cocktail glass.\nGarnish with a lemon wedge or wheel. Serve and enjoy.\nTips\nFor the best flavor, brew a cup of tea using the recommended time and brewing temperature indicated on the tea bag. Place it in the refrigerator to chill thoroughly.\nIf the tea has already been sweetened, there's no need to add extra honey unless you want it a little sweeter.\nRecipe Variations\nInstead of honey, sweeten your tea with a liqueur. A honey liqueur such as B?renj?ger is ideal, though you can add extra flavor with Benedictine, which also has a honey base. You can even add a twist by sweetening the martini with amaretto or a fruit liqueur; apricot would be fun.\nIf you're using simple syrup, it's easy to add more flavor to that ingredient as well. Consider a lavender or rosemary simple syrup to give your tea tini a floral touch, strawberry or raspberry for a fruity spin, or vanilla syrup for a nice richness.\nThe vodka doesn't have to be unflavored, either. Play around with flavored vodkas, pairing different fruits with a variety of teas. Citrus vodka is a good all-around choice that works with almost anything, though you can create some interesting flavors with berry, melon, peach, and vanilla infusions as well.\nAnother option for adding flavor is to begin with a fruity sweet tea that's already brewed and ready to drink. You will likely have to reduce or skip the lemon and honey completely.\nHow Strong Is a Tea Tini?\nIn the world of martinis, the tea tini is a relatively gentle cocktail. When made with 80-proof vodka and no extra liqueurs, its alcohol content averages out to 18 percent ABV (36 proof). That's just slightly lighter than a cosmopolitan.\n10 Best Keto Cocktails""]",https://www.thespruceeats.com/tea-tini-recipe-759830
756,Girl Scout Cookie Cocktail,https://www.thespruceeats.com/thmb/peqF-MgZ_8mStM1xSsY1LejgyiQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/girl-scout-cookie-shots-and-drinks-759571-hero-5bdb3776c9e77c0026ab83ea.jpg,3 mins,"[{'amount': '1/2', 'unit': 'ounce', 'name': 'coffee liqueur'}, {'amount': 'null', 'unit': 'null', 'name': 'null'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'peppermint schnapps'}]","[""Gather the ingredients.\nIn a cocktail shaker, pour the 3 liqueurs. Fill with ice.\nShake well.\nStrain into a shot glass. Serve and enjoy.\nVariations\nThere are a few variations for this shooter. They're all delicious.\nTo make the chocolate Girl Scout cookie, simply shake and strain 1/2 ounce each of vodka, chocolate liqueur, cr?me de menthe, and Irish cream into a shot glass.\nTo make the after five layered shooter, fill a shot glass a third of the way with chocolate liqueur and float an equal amount of Irish cream on top, followed by floating peppermint schnapps on top.\nFor an ice cream drink, combine 1 1/2 ounces chocolate vodka with 3/4 ounce peppermint schnapps, 1 scoop chocolate ice cream, and 1/2 cup ice in a blender. Blend until smooth. Pour into a chilled glass rimmed with chocolate cookie crumbs.\nHow Strong Is the Girl Scout Cookie?\nOddly enough, despite the fact that these recipes include different liqueurs and are prepared as either a shot or mixed drink, they all have about the same amount of alcohol.\n\nAs you might expect, those that include vodka are slightly stronger, but it's not that significant. Notice that the layered shot is the strongest. That is because there is no ice to dilute the drink.\nShaken Girl Scout Cookie: 13 percent ABV (26 proof)\nChocolate Girl Scout Cookie: 15 percent ABV (30 proof)\nAfter Five Shooter: 17 percent ABV (34 proof)\nFrozen Girl Scout Cookie: 8 percent ABV (16 proof)\n\nTo estimate the alcohol content of these drinks, a 30-proof Irish cream and peppermint schnapps, 40-proof coffee liqueur, and a 34-proof chocolate liqueur were used.\n11 Fun Layered Party Shots That Go Down Smooth""]",https://www.thespruceeats.com/girl-scout-cookie-shots-and-drinks-759571
757,Mulling Spices for Apple Cider and Red Wine,https://www.thespruceeats.com/thmb/EgnY_QPQyRNOAt1VabCD5WTBiIM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/apple-mulling-spice-mix-recipe-1809299-hero-01-457b1d0bbff546e98fb6fa0831835c7e.jpg,15 mins,"[{'amount': '3', 'unit': 'ounces', 'name': 'cinnamon sticks'}, {'amount': '6', 'unit': 'whole', 'name': 'nutmeg'}, {'amount': '1/3', 'unit': 'cup', 'name': 'dried orange peel'}, {'amount': '1/3', 'unit': 'cup', 'name': 'dried lemon peel'}, {'amount': '1/4', 'unit': 'cup', 'name': 'allspice berries'}, {'amount': '1/4', 'unit': 'cup', 'name': 'whole cloves'}, {'amount': '2', 'unit': 'tablespoons', 'name': 'crystallized ginger'}]","[""Gather the ingredients.\nPlace the cinnamon sticks and nutmeg in a heavy-duty freezer bag, press the air out, and seal.\nPound the spices with the bottom of a rolling pin, small heavy skillet, or kitchen mallet to break them into small pieces.\nPlace the crushed spices in a bowl and stir in the orange peel, lemon peel, allspice, cloves, and crystallized ginger.\nPlace about 2 tablespoons of the spice mixture in the center of each 5-inch square of double-layer cheesecloth. Alternatively, you can use empty single-serve tea filter bags.\nTie the cloth securely with string and use it to prepare mulled cider or wine.\nHow to Use\nEach bag will spice 3 1/4 cups (a 750-ml bottle) of red wine or 1/2 gallon (8 cups) of apple cider.\nTo make mulled red wine, combine the wine, 1/3 cup honey or sugar, and the spice pouch in a pot. Warm over low heat for about 20 minutes, stirring once in a while to make sure the sweetener is dissolved. Ladle the liquid into mugs, discarding the spice pouch.\nTo make mulled apple cider, all you need is the spice pouch and cider. Just place in a pot, bring the mix to a boil, cover, and simmer on low for about half an hour. Discard the spice pouch, and serve the hot cider in mugs.\nTips\nMulling covers up many of the subtleties of wine, so don't waste money on the really good stuff. Look around on the middle shelves for medium-priced bottles?not too cheap, but not much more than twenty dollars.\nYou want a big, bold, dry red wine to shine through the mulling so you don't get a mouthful dominated by the spices. Go with a Malbec, Zinfandel, or Syrah/Shiraz. Blends are usually cheaper; a blend of two or even three of these varieties would be a fine choice.\nMulled Wine: Ingredients, Methods, and Traditions""]",https://www.thespruceeats.com/apple-mulling-spice-mix-recipe-1809299
758,White Cosmo Cocktail,https://www.thespruceeats.com/thmb/27OR9AUY-e4VLNJMsCBVvg8F_qI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/WhiteCosmo-Cocktail-002-8a111b70ad88456bb5d418dbd8979862.jpg,5 mins,"[{'amount': 'null', 'unit': 'cranberries', 'name': '3'}, {'amount': '1/2', 'unit': 'tablespoon', 'name': 'white granulated sugar'}, {'amount': '1 1/2', 'unit': 'ounces', 'name': 'citrus vodka'}, {'amount': '1/2', 'unit': 'ounce', 'name': 'elderflower liqueur'}, {'amount': '1', 'unit': 'ounce', 'name': 'white cranberry juice'}, {'amount': '1/4', 'unit': 'ounce', 'name': 'lemon juice'}]","['Gather the ingredients.\nSkewer 3 cranberries and dust them with sugar. Gently tap off any excess sugar and set aside.\nIn a cocktail shaker filled with ice, pour the citrus vodka, elderflower liqueur, and white cranberry and lemon juices. Shake well.\nStrain into a chilled cocktail glass and garnish with the cranberry skewer.\nServe and enjoy.\nTips\nTake advantage of cranberry season (autumn into early winter) and stock up on the fresh fruits for garnishing. Flash freeze them in a single layer, then transfer to a freezer bag. They\'ll keep until the next cranberry season and you can pull a few out for a garnish at any time.\nFrozen cranberries are less prone to breaking open when skewered. They also thaw within 10 minutes.\nFresh-squeezed lemon juice is highly recommended. A single lemon wedge should produce the 1/4 ounce needed for the recipe.\nRecipe Variations\nAs with the pink cosmopolitan, adjust any of the ingredients to your taste. A touch more liqueur or cranberry makes it sweeter, while an extra squeeze of lemon gives it a tart kick.\nSkip the elderflower and switch back to an orange liqueur like Cointreau, another triple sec, or premium orange cura?ao. Avoid brandy-based and colored orange liqueurs or you\'ll take the ""white"" out of the cosmo (although it will taste the same and will do in a pinch).\nUse an unflavored vodka or another flavor if you like. Berry vodkas are a perfect match for this drink.\nHow Strong Is a White Cosmo?\nThe white cosmo is just a little more gentle than the original recipe. When made with a 70-proof vodka and St. Germain, it shakes up to about 17 percent ABV (34 proof). That\'s still stronger than a glass of wine, so don\'t let the beauty of this drink lure you into enjoying one too many.\nDragon Fruit Martini Recipe']",https://www.thespruceeats.com/white-cosmopolitan-cocktail-4782503
759,Classic Spanish Red Wine Sangria,https://www.thespruceeats.com/thmb/kN1g3QLvVr9-OO1-rXvjacsHuYk=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/GettyImages-471023065-58eda2a55f9b582c4d0239e0.jpg,8 hrs 15 mins,"[{'amount': 'null', 'unit': 'orange, sliced', 'name': '1'}, {'amount': 'null', 'unit': 'lemons, sliced', 'name': '2'}, {'amount': '1/2', 'unit': 'cup', 'name': 'sugar'}, {'amount': '2', 'unit': 'bottles', 'name': 'red wine'}, {'amount': '2', 'unit': 'ounces', 'name': 'triple sec'}, {'amount': '1/2', 'unit': 'cup', 'name': 'brandy'}, {'amount': '2', 'unit': 'cans', 'name': 'lemon-lime soda (or seltzer)'}]","[""Gather the ingredients.\nSlice orange and lemons about 1/8-inch thick and place in a large punch bowl.\nAdd 1/2 cup of sugar (or less if you prefer) and let fruit sit in sugar for about 10 minutes, just long enough so that the fruit releases its natural juices.\nAdd wine and mix thoroughly to dissolve sugar.\nAdd triple sec and brandy and stir. \nAdd 2 cans of soda and stir (if you are making this ahead of time, don’t add the soda until your guests are about to arrive). Taste for sweetness. If desired, add more sugar or soda. Make sure that sugar is completely dissolved.\nAdd lots of ice to punch bowl to chill completely. If you are serving in pitchers, fill with ice and then pour sangria over the ice.\nTip\nSangria is always best when the fruit is left marinating overnight in the refrigerator. Just don't add your carbonated beverage until right before serving.\nThe Ultimate Cocktails Guide""]",https://www.thespruceeats.com/classic-spanish-sangria-recipe-3083123
760,Packers Punch Recipe,https://www.thespruceeats.com/thmb/Nw58UBiOfHHTfYL2HefBRhQzswM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/PackersPunch-GettyImages-88402450-56a175563df78cf7726ad253.jpg,10 mins,"[{'amount': '12', 'unit': 'ounces', 'name': 'bourbon whiskey'}, {'amount': '4', 'unit': 'ounces', 'name': 'triple sec'}, {'amount': '32', 'unit': 'ounces', 'name': 'lemonade'}, {'amount': '16', 'unit': 'ounces', 'name': 'lemon-lime soda'}, {'amount': '1', 'unit': 'null', 'name': 'apple (sliced thinly)'}]","[""Combine all ingredients in a punch bowl.\nAdd ice, stir to incorporate ingredients.\nServe over ice in a tall glass.\nTips\nAlmost any bourbon or Canadian whiskey will make a great drink, so feel free to choose your favorite. If you want to add a more robust whiskey flavor, you may want to opt for one of the great rye whiskeys. After all, that is a proven favorite for lemon-based drinks.\nThere are many brands of triple sec to choose from and, though not entirely necessary, this drink would be best with an orange liqueur that is in the middle to upper ends of the quality spectrum.\nFresh is always best when it comes to lemonade. It is very simple and will take just a little bit longer to make the drink, but your guests will thank you for the effort.\nTo get the 32 ounces of lemonade that this recipe requires you will need 16 ounces of water and 8 ounces each of fresh lemon juice and simple syrup. Count on at least 5-7 large lemons to get that much juice.\nIf you are going to make this punch ahead of time, it will be best to add the soda just before serving to ensure that the punch doesn't go flat in the refrigerator.\nHow Strong Is Packers Punch?\nWith all the lemonade and soda, the Packers Punch is surprisingly light at just around 11 percent ABV (22 proof). That puts the strength equivalent to a glass of wine, so you'll want to make sure guests don't have one too many glasses of punch.\nEdited by Colleen Graham""]",https://www.thespruceeats.com/packers-punch-recipe-761483
